name,id,shortName,domainType,formName,valueType,categoryCombo.id
MOH 706C HCV (Blood Donation Testing) Outside,ZiagirlFM0G,HCV (Blood Donation Testing) Outside,AGGREGATE,HCV,INTEGER_ZERO_OR_POSITIVE,lHz6YLIMbWC
MOH 706C HCV (Donor Notification),Yn3Xore02CA,HCV (Donor Notification),AGGREGATE,HCV,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706C HCV and Syphilis (Blood Donation Testing),XlxN4qDSj4b,HCV and Syphilis (Blood Donation Testing),AGGREGATE,HCV and Syphilis,INTEGER_ZERO_OR_POSITIVE,lHz6YLIMbWC
MOH 706C HCV and Syphilis (Blood Donation Testing) Outside,MzjG2fRcELN,HCV and Syphilis (Blood Donation Testing) Outside,AGGREGATE,HCV and Syphilis,INTEGER_ZERO_OR_POSITIVE,lHz6YLIMbWC
MOH 706C HCV and Syphilis (Donor Notification),rKKD0EFhmZP,HCV and Syphilis (Donor Notification),AGGREGATE,HCV and Syphilis,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706C HIV (Blood Donation Testing),YG4SJq1StE1,HIV (Blood Donation Testing),AGGREGATE,HIV,INTEGER_ZERO_OR_POSITIVE,lHz6YLIMbWC
MOH 706C HIV (Blood Donation Testing) Outside,EeMUOD9FMzF,HIV (Blood Donation Testing) Outside,AGGREGATE,HIV,INTEGER_ZERO_OR_POSITIVE,lHz6YLIMbWC
MOH 706C HIV (Donor Notification),wfSjyIfVN4w,HIV (Donor Notification),AGGREGATE,HIV,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
"MOH 706C HIV , HBV , Syphilis and HCV (Blood Donation Testing)",XEbcPvldJIi,"HIV , HBV , Syphilis and HCV (Blood Donation Testi",AGGREGATE,"HIV , HBV , Syphilis and HCV",INTEGER_ZERO_OR_POSITIVE,lHz6YLIMbWC
"MOH 706C HIV , HBV , Syphilis and HCV (Blood Donation Testing) -outside",hNv4GV0YO6N,"MOH 706C HIV , HBV , Syphilis and HCV-outside",AGGREGATE,"HIV , HBV , Syphilis and HCV ",NUMBER,lHz6YLIMbWC
"MOH 706C HIV , HBV , Syphilis and HCV (Donor Notification)",ptMR9ToGGuE,"HIV , HBV , Syphilis and HCV (Donor Notification)",AGGREGATE,"HIV , HBV , Syphilis and HCV",INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
"MOH 706C HIV , HBV and HCV (Blood Donation Testing)",tArkpR22ksU,"HIV , HBV and HCV (Blood Donation Testing)",AGGREGATE,"HIV , HBV and HCV",INTEGER_ZERO_OR_POSITIVE,lHz6YLIMbWC
"MOH 706C HIV , HBV and HCV (Blood Donation Testing) Outside",gzIAPNlLJyr,"HIV , HBV and HCV (Blood Donation Testing) Outside",AGGREGATE,"HIV , HBV and HCV",INTEGER_ZERO_OR_POSITIVE,lHz6YLIMbWC
"MOH 706C HIV , HBV and HCV (Donor Notification)",BDFnr6yj8ur,"HIV , HBV and HCV (Donor Notification)",AGGREGATE,"HIV , HBV and HCV",INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
"MOH 706C HIV , HBV and Syphilis (Blood Donation Testing)",pRe5mbW8ml4,"HIV , HBV and Syphilis (Blood Donation Testing)",AGGREGATE,"HIV , HBV and Syphilis",INTEGER_ZERO_OR_POSITIVE,lHz6YLIMbWC
"MOH 706C HIV , HBV and Syphilis (Blood Donation Testing) Outside",dBQjesWOukc,"HIV , HBV and Syphilis (Blood Donation Testing) Ou",AGGREGATE,"HIV , HBV and Syphilis",INTEGER_ZERO_OR_POSITIVE,lHz6YLIMbWC
"MOH 706C HIV , HBV and Syphilis (Donor Notification)",tE7OhX3ifN5,"HIV , HBV and Syphilis (Donor Notification)",AGGREGATE,"HIV , HBV and Syphilis",INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
"MOH 706C HIV , HCV Syphilis (Blood Donation Testing)",ekGr2DayBGC,"HIV , HCV Syphilis (Blood Donation Testing)",AGGREGATE,"HIV , HCV Syphilis",INTEGER_ZERO_OR_POSITIVE,lHz6YLIMbWC
"MOH 706C HIV , HCV Syphilis (Blood Donation Testing) Outside",vzMOzcs5Iqz,"HIV , HCV Syphilis (Blood Donation Testing) Outsid",AGGREGATE,"HIV , HCV Syphilis",INTEGER_ZERO_OR_POSITIVE,lHz6YLIMbWC
"MOH 706C HIV , HCV Syphilis (Donor Notification)",UahoaawTgUv,"HIV , HCV Syphilis (Donor Notification)",AGGREGATE,"HIV , HCV Syphilis",INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706C HIV and HBV (Blood Donation Testing),SpbeNv8XVIt,HIV and HBV (Blood Donation Testing),AGGREGATE,HIV and HBV,INTEGER_ZERO_OR_POSITIVE,lHz6YLIMbWC
MOH 706C HIV and HBV (Blood Donation Testing) Outside,e09FeaBgj4O,HIV and HBV (Blood Donation Testing) Outside,AGGREGATE,HIV and HBV,INTEGER_ZERO_OR_POSITIVE,lHz6YLIMbWC
MOH 706C HIV and HBV (Donor Notification),JVBxUSENWZq,HIV and HBV (Donor Notification),AGGREGATE,HIV and HBV,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706C HIV and HCV (Blood Donation Testing),Ydxft24cY1a,HIV and HCV (Blood Donation Testing),AGGREGATE,HIV and HCV,INTEGER_ZERO_OR_POSITIVE,lHz6YLIMbWC
MOH 706C HIV and HCV (Blood Donation Testing) Outside,rzOhcY17fF1,HIV and HCV (Blood Donation Testing) Outside,AGGREGATE,HIV and HCV,INTEGER_ZERO_OR_POSITIVE,lHz6YLIMbWC
MOH 706C HIV and HCV (Donor Notification),i2xWrz2UYrI,HIV and HCV (Donor Notification),AGGREGATE,HIV and HCV,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706C HIV and Syphilis (Blood Donation Testing),yhtjRLEaEnq,HIV and Syphilis (Blood Donation Testing),AGGREGATE,HIV and Syphilis,INTEGER_ZERO_OR_POSITIVE,lHz6YLIMbWC
MOH 706C HIV and Syphilis (Blood Donation Testing) Outside,gko3nFcSz72,HIV and Syphilis (Blood Donation Testing) Outside,AGGREGATE,HIV and Syphilis,INTEGER_ZERO_OR_POSITIVE,lHz6YLIMbWC
MOH 706C HIV and Syphilis (Donor Notification),VhlhgRoyJ39,HIV and Syphilis (Donor Notification),AGGREGATE,HIV and Syphilis,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706C Headache,LjbRlC2HRPh,Headache,AGGREGATE,Headache,INTEGER_ZERO_OR_POSITIVE,nwl7JoIHjeQ
MOH 706C Hematoma,FyAhpTBcpGx,Hematoma,AGGREGATE,Hematoma,INTEGER_ZERO_OR_POSITIVE,nwl7JoIHjeQ
MOH 706C High risk behavior,GA91r7YEMj6,High risk behavior,AGGREGATE,High risk behavior,INTEGER_ZERO_OR_POSITIVE,fUNd38xzZRR
MOH 706C Incontinence of urine/ stool,EsgurseXgSn,Incontinence of urine/ stool,AGGREGATE,Incontinence of urine/ stool,INTEGER_ZERO_OR_POSITIVE,nwl7JoIHjeQ
MOH 706C Lactation,cKBdS4ICa5A,Lactation,AGGREGATE,Lactation,INTEGER_ZERO_OR_POSITIVE,fUNd38xzZRR
MOH 706C Low body weight,nhf11Xbfsur,Low body weight,AGGREGATE,Low body weight,INTEGER_ZERO_OR_POSITIVE,fUNd38xzZRR
MOH 706C Low hemoglobin,d2g5fPvFvNk,Low hemoglobin,AGGREGATE,Low hemoglobin,INTEGER_ZERO_OR_POSITIVE,fUNd38xzZRR
MOH 706C Medical history,hBif5Iiib7T,Medical history,AGGREGATE,Medical history,INTEGER_ZERO_OR_POSITIVE,fUNd38xzZRR
MOH 706C Menstrual bleeding,qgu3NCQ8AwW,Menstrual bleeding,AGGREGATE,Menstrual bleeding,INTEGER_ZERO_OR_POSITIVE,fUNd38xzZRR
MOH 706C Mobile/Outreach-First Time,z7MbUrD7NAv,MOH 706C Mobile/Outreach-First Time,AGGREGATE,Mobile/Outreach-First Time,INTEGER_ZERO_OR_POSITIVE,wogHXxsMOQC
MOH 706C Mobile/Outreach-Regular,Y1wcTkm6PGS,MOH 706C Mobile/Outreach-Regular,AGGREGATE,Mobile/Outreach-Regular,INTEGER_ZERO_OR_POSITIVE,wogHXxsMOQC
MOH 706C Mobile/Outreach-Repeat,zF7c2Vnl76t,MOH 706C Mobile/Outreach-Repeat,AGGREGATE,Mobile/Outreach-Repeat,INTEGER_ZERO_OR_POSITIVE,wogHXxsMOQC
MOH 706C Negative Donor Notification,Ayh46tGt51g,Negative Donor Notification,AGGREGATE,Negative Donor Notified,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706C No of samples received from other network,SpoJH7geTVq,samples received from other network,AGGREGATE,No of samples received from other network,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706C Number of blood collection sessions conducted,hcSD37PApmX,blood collection sessions conducted,AGGREGATE,Number of blood collection sessions conducted,INTEGER_ZERO_OR_POSITIVE,UXavmQpwQdT
MOH 706C Number of blood collections sessions cancelled,TfQHOVkrBqa,blood collections sessions cancelled,AGGREGATE,Number of blood collections sessions cancelled,INTEGER_ZERO_OR_POSITIVE,UXavmQpwQdT
MOH 706C Number of blood units received outside the KNBTS network,c8dfrJrX3AD,blood samples collected outside the KNBTS network,AGGREGATE,Number of blood samples collected outside the KNBTS network,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706C Number of blood units returned to the KNBTS network,BDOwu2uJqm8,blood units returned to the KNBTS network,AGGREGATE,Number of blood units returned to the KNBTS network,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706C Number of individuals educated/Sensitized on safe blood donation,yjWdbAS3RCk,individuals educated on safe blood donation,AGGREGATE,Number of individuals educated/Sensitized on safe blood donation,INTEGER_ZERO_OR_POSITIVE,UXavmQpwQdT
MOH 706C Numberof blood collection sessions booked,ZrrcvsRrlyM,blood collection sessions booked,AGGREGATE,Numberof blood collection sessions booked,INTEGER_ZERO_OR_POSITIVE,UXavmQpwQdT
MOH 706C O Neg,wFa8Nev7Xwx,O Neg,AGGREGATE,O Neg,INTEGER_ZERO_OR_POSITIVE,arbsHaIJU3d
MOH 706C O Pos,Bbd6A6Afx83,O Pos,AGGREGATE,O Pos,INTEGER_ZERO_OR_POSITIVE,arbsHaIJU3d
MOH 706C Other (Donor deferral),QdX3WHCHwnd,Other (Donor deferral),AGGREGATE,Other,INTEGER_ZERO_OR_POSITIVE,fUNd38xzZRR
MOH 706C Other (Post Donation Adverse Events),PlZn8cq37bM,Other (Post Donation Adverse Events),AGGREGATE,Other,INTEGER_ZERO_OR_POSITIVE,nwl7JoIHjeQ
MOH 706C Other (discard),ci2n69ImuRs,Other (discard),AGGREGATE,Other (discard),INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706C Over Age,FVfLJdwzb9V,Over Age,AGGREGATE,Over Age,INTEGER_ZERO_OR_POSITIVE,fUNd38xzZRR
MOH 706C Overweight,ryFwKD3X113,Overweight,AGGREGATE,Overweight,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706C Packed Red Cells (Adult),zoif5jAoYvV,Packed Red Cells (Adult),AGGREGATE,Packed Red Cells (Adult),INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706C Packed Red Cells (PAED),ltJrhMdfEa9,Packed Red Cells (PAED),AGGREGATE,Packed Red Cells (PAED),INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706C Perspiration/sweating,CczfSwsGY7g,Perspiration/sweating,AGGREGATE,Perspiration/sweating,INTEGER_ZERO_OR_POSITIVE,nwl7JoIHjeQ
MOH 706C Platelet rich plasma (Component Preparation),s1JTxEl08q7,Platelet rich plasma (Component Preparation),AGGREGATE,Platelet rich plasma,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706C Platelets concentrates (Blood and blood Component distribution),c6LdpcOmCLK,Platelets concentrates (Blood and blood Component ,AGGREGATE,Platelets concentrates,INTEGER_ZERO_OR_POSITIVE,bm6KR0FVTdz
MOH 706C Platelets concentrates (Component Preparation),CYuPcsx22Rd,Platelets concentrates (Component Preparation),AGGREGATE,Platelets concentrates,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706C Platelets rich plasma (Blood and blood Component distribution),Fe6aJGUjYeP,Platelets rich plasma (Blood and blood Component d,AGGREGATE,Platelets rich plasma,INTEGER_ZERO_OR_POSITIVE,bm6KR0FVTdz
MOH 706C Poor veins,p2ZQRX7P3ie,Poor veins,AGGREGATE,Poor veins,INTEGER_ZERO_OR_POSITIVE,fUNd38xzZRR
MOH 706C Pregnancy,k9xfzEOIhZF,Pregnancy,AGGREGATE,Pregnancy,INTEGER_ZERO_OR_POSITIVE,fUNd38xzZRR
MOH 706C Reactivity to TTI,Je723PtiQfu,Reactivity to TTI,AGGREGATE,Reactivity to TTI,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706C Reason for deferral,kx9hwEmVoY1,Reason for deferral,AGGREGATE,Reason for deferral,INTEGER_ZERO_OR_POSITIVE,fUNd38xzZRR
MOH 706C Recovered Plasma (Blood and blood Component distribution),rhFsgLBaO17,Recovered Plasma (Blood and blood Component distri,AGGREGATE,Recovered Plasma,INTEGER_ZERO_OR_POSITIVE,bm6KR0FVTdz
MOH 706C Recovered Plasma (Component Preparation),ZXvzDI4aQND,Recovered Plasma (Component Preparation),AGGREGATE,Recovered Plasma,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706C Restlessness,qrhxgaAsgYU,Restlessness,AGGREGATE,Restlessness,INTEGER_ZERO_OR_POSITIVE,nwl7JoIHjeQ
MOH 706C Skin rashes,FbTAHDKf16P,Skin rashes,AGGREGATE,Skin rashes,INTEGER_ZERO_OR_POSITIVE,fUNd38xzZRR
MOH 706C Surgical interventions,oAe5jdSTBr9,Surgical interventions,AGGREGATE,Surgical interventions,INTEGER_ZERO_OR_POSITIVE,fUNd38xzZRR
MOH 706C Syphilis (Blood Donation Testing),rIDjneY5D9b,Syphilis (Blood Donation Testing),AGGREGATE,Syphilis,INTEGER_ZERO_OR_POSITIVE,lHz6YLIMbWC
MOH 706C Syphilis (Blood Donation Testing) Outside,hSDNGoFJ1Mk,Syphilis (Blood Donation Testing) Outside,AGGREGATE,Syphilis,INTEGER_ZERO_OR_POSITIVE,lHz6YLIMbWC
MOH 706C Syphilis (Donor Notification),mF7ZrtoE1RM,Syphilis (Donor Notification),AGGREGATE,Syphilis,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706C Tingling sensation,qXCVIAQ27Vw,Tingling sensation,AGGREGATE,Tingling sensation,INTEGER_ZERO_OR_POSITIVE,nwl7JoIHjeQ
MOH 706C Total Units Tested,f6JOXaYg1gI,Total Units Tested,AGGREGATE,Total Units Tested,INTEGER_ZERO_OR_POSITIVE,lHz6YLIMbWC
MOH 706C Total Units Tested Outside,DggR4rSfqAM,Total Units Tested Outside,AGGREGATE,Total Units Tested,INTEGER_ZERO_OR_POSITIVE,lHz6YLIMbWC
MOH 706C Total Whole Blood units collected,FrOpeJeBpsX,Total Whole Blood units collected,AGGREGATE,Total Whole Blood units collected,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706C Under Age,XdpthHJwM8Q,Under Age,AGGREGATE,Under Age,INTEGER_ZERO_OR_POSITIVE,fUNd38xzZRR
MOH 706C Under medication,zBAaMM27Pqu,Under medication,AGGREGATE,Under medication,INTEGER_ZERO_OR_POSITIVE,fUNd38xzZRR
MOH 706C Underweight,YSiUOTJ1eI8,Underweight,AGGREGATE,Underweight,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706C Vomiting/Nausea,OuhCMED69Yj,Vomiting/Nausea,AGGREGATE,Vomiting/Nausea,INTEGER_ZERO_OR_POSITIVE,nwl7JoIHjeQ
MOH 706C Walk In - Repeat,K4N34Np87ia,MOH 706C Walk In - Repeat,AGGREGATE,Walk In - Repeat,INTEGER_ZERO_OR_POSITIVE,wogHXxsMOQC
MOH 706C Walk In-First Time,sTzfrGpjylT,MOH 706C Walk In-First Time,AGGREGATE,Walk In-First Time,INTEGER_ZERO_OR_POSITIVE,wogHXxsMOQC
MOH 706C Walk In-Regular,tGm2TOlXARA,MOH 706C Walk In-Regular,AGGREGATE,Walk In-Regular,INTEGER_ZERO_OR_POSITIVE,wogHXxsMOQC
MOH 706C Weak D,KiHD1TRa0Kb,Weak D,AGGREGATE,Weak D,INTEGER_ZERO_OR_POSITIVE,arbsHaIJU3d
MOH 706C Whole Blood,GjqXXovdCoj,Whole Blood,AGGREGATE,Whole Blood,INTEGER_ZERO_OR_POSITIVE,bm6KR0FVTdz
MOH 706C Whole Blood separated into components,qsF7DyEAj4r,Whole Blood separated into components,AGGREGATE,Whole Blood separated into components,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706C Whole Blood unit (un separated ),Q3vMNRSXzoO,Whole Blood unit (un separated ),AGGREGATE,Whole Blood unit (un separated ),INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706D Accident & Emergency,NLddLU68hy6,MOH 706D Accident & Emergency,AGGREGATE,Accident & Emergency,INTEGER_ZERO_OR_POSITIVE,nwl7JoIHjeQ
MOH 706D Blood Donations at Facility,wK5HrMawwG2,MOH 706D Blood Donations at Facility,AGGREGATE,Number of Blood Donations at Facility,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706D Clotted,ccMnQRDEPsM,MOH 706D Clotted,AGGREGATE,Clotted,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706D Cryoprecipitate,amIa3Mvf93t,MOH 706D Cryoprecipitate,AGGREGATE,Cryoprecipitate,INTEGER_ZERO_OR_POSITIVE,NaO7x0ddHGv
MOH 706D Expired,oGi843XyGFR,MOH 706D Expired,AGGREGATE,Expired,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706D Fresh Frozen Plasma,U9fnnWhooJ5,MOH 706D Fresh Frozen Plasma,AGGREGATE,Fresh Frozen Plasma,INTEGER_ZERO_OR_POSITIVE,NaO7x0ddHGv
MOH 706D Frozen Plasma 24hrs,DOQkdnvWae1,MOH 706D Frozen Plasma 24hrs,AGGREGATE,Frozen Plasma 24hrs,INTEGER_ZERO_OR_POSITIVE,NaO7x0ddHGv
MOH 706D Gynecology,yMdB4zoAS4b,MOH 706D Gynecology,AGGREGATE,Gynecology,INTEGER_ZERO_OR_POSITIVE,nwl7JoIHjeQ
MOH 706D HBV,hVivn89bz1U,MOH 706D HBV,AGGREGATE,HBV,INTEGER_ZERO_OR_POSITIVE,zjpsw1fYNeM
MOH 706D HCV,N6ElibBNxvn,MOH 706D HCV,AGGREGATE,HCV,INTEGER_ZERO_OR_POSITIVE,zjpsw1fYNeM
MOH 706D HIV,mCJ4LW5L4uh,MOH 706D HIV,AGGREGATE,HIV,INTEGER_ZERO_OR_POSITIVE,zjpsw1fYNeM
MOH 706D Haemolysis,FQQzGUEgp8w,MOH 706D Haemolysis,AGGREGATE,Haemolysis,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706D Inappropriate Storage,R9MNJh8jDGA,MOH 706D Inappropriate Storage,AGGREGATE,Inappropriate Storage,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706D Leaking,AA68p1nBzUi,MOH 706D Leaking,AGGREGATE,Leaking,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706D Medical,c7ZvhS8pqG3,MOH 706D Medical,AGGREGATE,Medical,INTEGER_ZERO_OR_POSITIVE,nwl7JoIHjeQ
MOH 706D Mild/moderate adverse reactions,ELI5U0T7ERs,MOH 706D Mild/moderate adverse reactions,AGGREGATE,Mild/moderate adverse reactions,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706D Near miss event,zQXIgsGUc8F,MOH 706D Near miss event,AGGREGATE,Near miss event,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706D Number of Autologous donations,ol01nT5UReA,MOH 706D Number of Autologous donations,AGGREGATE,Number of Autologous donations,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706D Number of cross-matches performed in the month,BYx854LzFLV,MOH 706D Number of cross-matches performed in the ,AGGREGATE,Number of cross-matches performed in the month,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706D Number of cross-matches requested in the month,jjn7v8qSzz7,MOH 706D Number of cross-matches requested in the ,AGGREGATE,Number of cross-matches requested in the month,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706D Number of units released back to stock after cross -match (unutilized units),JTp97VWmIOM,No of units released back to stock after cross -ma,AGGREGATE,Number of units released back to stock after cross -match (unutilized units),INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706D Number of units requested from other transfusing hospitals,hiJEfXNeyTQ,No of units requested from other transfusing hospi,AGGREGATE,Number of units requested from other transfusing hospitals,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706D Number of units returned to issuing facility or KNBTS site,NaONREcfqa8,No of units returned to issuing facility or KNBTS ,AGGREGATE,Number of units returned to issuing facility or KNBTS site,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706D Number of units with discrepant grouping results from KNBTS,W7O1bu8frWw,No of units with discrepant grouping results from ,AGGREGATE,Number of units with discrepant grouping results from KNBTS,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706D Oncology,by4YnFCoMKP,MOH 706D Oncology,AGGREGATE,Oncology,INTEGER_ZERO_OR_POSITIVE,nwl7JoIHjeQ
MOH 706D Others (Blood Utilization Points),kpm6Gl1sCOJ,MOH 706D Others (Blood Utilization Points),AGGREGATE,Others,INTEGER_ZERO_OR_POSITIVE,nwl7JoIHjeQ
MOH 706D Others (Screening for facility blood Donation),oN0rUvod4Tq,MOH 706D Others(Screening for facility blood Donat,AGGREGATE,Others,INTEGER_ZERO_OR_POSITIVE,zjpsw1fYNeM
MOH 706D Packed Red Cells (Adult),y9Hcpmn0RUv,MOH 706D Packed Red Cells (Adult),AGGREGATE,Packed Red Cells (Adult),INTEGER_ZERO_OR_POSITIVE,NaO7x0ddHGv
MOH 706D Packed Red Cells (Pediatric),DaQVIPshj5J,MOH 706D Packed Red Cells (Pediatric),AGGREGATE,Packed Red Cells (Pediatric),INTEGER_ZERO_OR_POSITIVE,NaO7x0ddHGv
MOH 706D Pediatrics,XyuVExV0fWI,MOH 706D Pediatrics,AGGREGATE,Pediatrics,INTEGER_ZERO_OR_POSITIVE,nwl7JoIHjeQ
MOH 706D Platelet Concentrate,xOg8DGSbo6s,MOH 706D Platelet Concentrate,AGGREGATE,Platelet Concentrate,INTEGER_ZERO_OR_POSITIVE,NaO7x0ddHGv
MOH 706D Platelets rich plasma,S2FRdw2WEyV,MOH 706D Platelets rich plasma,AGGREGATE,Platelets rich plasma,INTEGER_ZERO_OR_POSITIVE,NaO7x0ddHGv
MOH 706D Samples sent to KNBTS for screening,FhjIev642fF,MOH 706D Samples sent to KNBTS for screening,AGGREGATE,Number of Samples sent to KNBTS for screening,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706D Severe adverse reactions,IxEwbUkCEGe,MOH 706D Severe adverse reactions,AGGREGATE,Severe adverse reactions,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706D Surgical,Xah9rZifcFM,MOH 706D Surgical,AGGREGATE,Surgical,INTEGER_ZERO_OR_POSITIVE,nwl7JoIHjeQ
MOH 706D Syphilis,o9KryCoHOvK,MOH 706D Syphilis,AGGREGATE,Syphilis,INTEGER_ZERO_OR_POSITIVE,zjpsw1fYNeM
MOH 706D Units issued to other facilities,cjgyPNPFoeb,MOH 706D Units issued to other facilities,AGGREGATE,Number of Units issued to other facilities,INTEGER_ZERO_OR_POSITIVE,OzshuDqmXQI
MOH 706D Whole Blood,Zdr64Q3VgTs,MOH 706D Whole Blood,AGGREGATE,Whole Blood,INTEGER_ZERO_OR_POSITIVE,NaO7x0ddHGv
MOH 706_ Bone marrow aspirate,v9ijehI8xrH,MOH 706_ Bone marrow aspirate,AGGREGATE,Bone marrow aspirate,NUMBER,hWR1FkNRanz
MOH 706_ CSF Glucose High,lNDA2TNOzNK,MOH 706_ CSF Glucose High,AGGREGATE,Proteins,NUMBER,OzshuDqmXQI
MOH 706_ CSF Glucose Low,AvQXdkPtFCD,MOH 706_ CSF Glucose Low,AGGREGATE,Proteins,NUMBER,OzshuDqmXQI
MOH 706_ CSF Glucose Total,H1TzvJxEiP1,MOH 706_ CSF Glucose Total,AGGREGATE,Glucose,NUMBER,OzshuDqmXQI
MOH 706_ Trephine biopsy,F667EB6ixiF,MOH 706_ Trephine biopsy,AGGREGATE,Trephine biopsy,NUMBER,hWR1FkNRanz
MOH 706_ASOT ,MsRYxIQORab,MOH 706_ASOT ,AGGREGATE,ASOT,NUMBER,AcUMmlzF1LH
MOH 706_Alanine transaminase,tdiOfqulAsz,MOH 706_Alanine transaminase,AGGREGATE,ALAT (SGPT),NUMBER,yULGyKWatHB
MOH 706_Albumin,pNQJ9M9xNx8,MOH 706_Albumin,AGGREGATE,Albumin,NUMBER,yULGyKWatHB
MOH 706_Alkaline Phosphatase,i1iC6ljROVv,MOH 706_Alkaline Phosphatase,AGGREGATE,Alkaline Phosphatase,NUMBER,yULGyKWatHB
MOH 706_Amoeba,T7eaRDUj8b8,MOH 706_Amoeba,AGGREGATE,Amoeba,NUMBER,QNiNvWonOCH
MOH 706_Ascitic fluid,XpRDEf5Qdsu,MOH 706_Ascitic fluid,AGGREGATE,Ascitic fluid,NUMBER,Q3yWqnbjtS6
MOH 706_Aspartate transaminase,l6QTnruqSB6,MOH 706_Aspartate transaminase,AGGREGATE,ASAT (SGOT),NUMBER,yULGyKWatHB
MOH 706_B. anthracis,zbdSrnLPEkO,MOH 706_B. anthracis,AGGREGATE,B. anthracis,NUMBER,tAByFLsXuHy
MOH 706_B. anthracis resistance,QbWKZ5YqVsJ,MOH 706_B. anthracis resistance,AGGREGATE,B. anthracis,NUMBER,kOufJb9HPII
MOH 706_BMA,rWVsvVeyIGo,MOH 706_BMA,AGGREGATE,BMA,NUMBER,RYtrrdaECDV
MOH 706_Bacteria,Gav2ZKciu2H,MOH 706_Bacteria,AGGREGATE,Bacteria,NUMBER,cum8QzDNbQG
MOH 706_Blood bacteriology,PFOSkScKm31,MOH 706_Blood bacteriology,AGGREGATE,Blood,NUMBER,RuBf9x0C6Wm
MOH 706_Blood grouping and cross matched	,lCX37ch4P1y,MOH 706_Blood grouping and cross matched	,AGGREGATE,Blood grouping and cross matched,NUMBER,f9fONCgpUew
MOH 706_Blood samples for transfusion screening,EacwAxMzn7n,MOH 706_Blood samples for transfusion screening,AGGREGATE,Blood samples for transfusion screening,NUMBER,f1ZlRn5mtFg
MOH 706_Blood units collected at facility	,ZGny6uSJkeO,MOH 706_Blood units collected at facility	,AGGREGATE,Blood units collected at facility,NUMBER,W8ZbFbFTJ4i
MOH 706_Blood units discarded	,so0Pzryheee,MOH 706_Blood units discarded	,AGGREGATE,Blood units discarded,NUMBER,f9fONCgpUew
MOH 706_Blood units grouped,ItlSH4kC75U,MOH 706_Blood units grouped,AGGREGATE,Blood units grouped,NUMBER,W8ZbFbFTJ4i
MOH 706_Blood units received from blood transfusion centres ad satellites	,rssKrwooHde,_Blood units received from MOH 706blood transfusio,AGGREGATE,Blood units received from blood transfusion centres ad satellites,NUMBER,f9fONCgpUew
