name,id,shortName,numerator,denominator
Payments ( Uses of Funds),qIAhTQZIAaj,Payments ( Uses of Funds),#{jY3JFizFzQN.NhSoXUMPK2K}+#{usMDjlboKn4.NhSoXUMPK2K}+#{WuEJXcFURTY.NhSoXUMPK2K}+#{t75eApxzxfv.NhSoXUMPK2K}+#{q04fFLke4PE.NhSoXUMPK2K}+#{IxfhqZSgGy9.NhSoXUMPK2K}+#{QrHdlGiLTpv.NhSoXUMPK2K}+#{nGagRoo4BzA.NhSoXUMPK2K}+#{RijWww0GNyd.NhSoXUMPK2K}+#{sDEtpJj8IeQ.NhSoXUMPK2K}+#{VV8rxMutqgB.NhSoXUMPK2K}+#{W6kjK1t3oha.NhSoXUMPK2K}+#{KAVPEvsu7GB.NhSoXUMPK2K}+#{sW1FEKkUlno.NhSoXUMPK2K}+#{JgjYnWEbbXI.NhSoXUMPK2K}+#{GeLsHQnBJSl.NhSoXUMPK2K}+#{Anntg74AWAc.NhSoXUMPK2K}+#{NAWDpCTju9c.NhSoXUMPK2K}+#{uIKFwsGjL8l.NhSoXUMPK2K}+#{zfE43ojuX27.NhSoXUMPK2K}+#{Jm0j7eIJw22.NhSoXUMPK2K}+#{Kvrh6Edh4ux.NhSoXUMPK2K}+#{kZVa4Dfz3oW.NhSoXUMPK2K}+#{ozuOGiiROjR.NhSoXUMPK2K}+#{zq5cC1mHOjZ.NhSoXUMPK2K}+#{kkKxlgb0SIK.NhSoXUMPK2K}+#{eWJI88NUHju.NhSoXUMPK2K}+#{ZL5umjFvNZT.NhSoXUMPK2K}+#{kMyKJqs4tP6.NhSoXUMPK2K}+#{JfMlkDb7sfP.NhSoXUMPK2K}+#{ERUP9jd5kr8.NhSoXUMPK2K}+#{VE7bP4Hd0Y8.NhSoXUMPK2K}+#{G10FiANc4uK.NhSoXUMPK2K}+#{jER1yfrClYQ.NhSoXUMPK2K}+#{zmTKl26bqXb.NhSoXUMPK2K}+#{JqVPN31hItf.NhSoXUMPK2K}+#{FNaQfndi92d.NhSoXUMPK2K}+#{pwYhMY7SObK.NhSoXUMPK2K}+#{T6Zosl4H5TG.NhSoXUMPK2K}+#{W53qF6leiPm.NhSoXUMPK2K}+#{MxceLE1Wgwj.NhSoXUMPK2K}+#{HGfobnG3qSX.NhSoXUMPK2K}+#{WypNzlF1rxb.NhSoXUMPK2K}+#{kltZozM5rkg.NhSoXUMPK2K}+#{SWHhf1eE89t.NhSoXUMPK2K}+#{qLWHhVTIp0l.NhSoXUMPK2K}+#{s2Ha3e0xwwp.NhSoXUMPK2K}+#{RMsgMQj2SBM.NhSoXUMPK2K}+#{X3nuiSHRJJP.NhSoXUMPK2K}+#{bDSQEZM3rtd.NhSoXUMPK2K}+#{dvo26Xu2g3G.NhSoXUMPK2K}+#{ksAM140tLvc.NhSoXUMPK2K}+#{mYIZtgEPa5S.NhSoXUMPK2K}+#{RWwJcCEIcZw.NhSoXUMPK2K}+#{u9TiVtfs3or.NhSoXUMPK2K}+#{BsyP5AnR1pE.NhSoXUMPK2K}+#{p4Vk0aCXUKj.NhSoXUMPK2K}+#{ZysDicYyDxN.NhSoXUMPK2K}+#{aLt2Db8y8VE.NhSoXUMPK2K}+#{Mnz4Ts6dMVo.NhSoXUMPK2K}+#{Mnz4Ts6dMVo.NhSoXUMPK2K}+#{Tpp5Fh9rV07.NhSoXUMPK2K}+#{sDEtpJj8IeQ.NhSoXUMPK2K}+#{uHj0fEYrjTx.NhSoXUMPK2K}+#{uHj0fEYrjTx.NhSoXUMPK2K}+#{Q3Dtz4uTL0J.NhSoXUMPK2K}+#{RIdOyfRqT15.NhSoXUMPK2K}+#{DOPHF9sDlCE.NhSoXUMPK2K},1
"Percentage  of Closed Reductions (Fractures, Dislocation) done to patients",WWLnrWCTmMn,Percentage  of Closed Reductions done to patients,#{uOC56DfVqib},#{hrizXiyGvom} + #{uOC56DfVqib} + #{IEfyuOqoU2d} + #{LXTbgcVjV8p}  + #{uybnpBUS3np} + #{Kg9hiOXlIKg} + #{TMZfrOY1OJG} + #{Gjn4bEoaFZK}
Percentage Bed Occupancy,b8xcB7llyND,Percentage Bed Occupancy,#{S9BU0xS5QRf.CFyfkW0xUuP}+#{OdXZaAsAGRU.CFyfkW0xUuP}+#{C3srxhSBods.CFyfkW0xUuP}+#{KcmpbSvRETO.CFyfkW0xUuP}+#{IgnbdUEWMd4.CFyfkW0xUuP}+#{VuMnNeKMui9.CFyfkW0xUuP}+#{knorevTYX7E.CFyfkW0xUuP}+#{rAvVxANpmvq.CFyfkW0xUuP}+#{slxcaBIJQFz.CFyfkW0xUuP}+#{zqqP41WTYNk.CFyfkW0xUuP}+#{Y1sxN73phAf.CFyfkW0xUuP}+#{ndneSgDusqj.CFyfkW0xUuP}+#{BcVftn5I5NL.CFyfkW0xUuP}+#{zTIGTbphtuA.CFyfkW0xUuP}+#{bRP7RnMWTK8.CFyfkW0xUuP},#{OdXZaAsAGRU.fgY5yxfRFHN}+#{OdXZaAsAGRU.ERX6phnRjMW}+#{S9BU0xS5QRf.fgY5yxfRFHN}+#{S9BU0xS5QRf.ERX6phnRjMW}+#{C3srxhSBods.fgY5yxfRFHN}+#{C3srxhSBods.ERX6phnRjMW}+#{KcmpbSvRETO.fgY5yxfRFHN}+#{KcmpbSvRETO.ERX6phnRjMW}+#{IgnbdUEWMd4.fgY5yxfRFHN}+#{IgnbdUEWMd4.ERX6phnRjMW}+#{VuMnNeKMui9.fgY5yxfRFHN}+#{VuMnNeKMui9.ERX6phnRjMW}+#{knorevTYX7E.fgY5yxfRFHN}+#{knorevTYX7E.ERX6phnRjMW}+#{rAvVxANpmvq.fgY5yxfRFHN}+#{rAvVxANpmvq.ERX6phnRjMW}+#{slxcaBIJQFz.fgY5yxfRFHN}+#{slxcaBIJQFz.ERX6phnRjMW}+#{zqqP41WTYNk.fgY5yxfRFHN}+#{zqqP41WTYNk.ERX6phnRjMW}+#{Y1sxN73phAf.fgY5yxfRFHN}+#{Y1sxN73phAf.ERX6phnRjMW}+#{ndneSgDusqj.fgY5yxfRFHN}+#{ndneSgDusqj.ERX6phnRjMW}+#{BcVftn5I5NL.fgY5yxfRFHN}+#{BcVftn5I5NL.ERX6phnRjMW}+#{zTIGTbphtuA.fgY5yxfRFHN}+#{zTIGTbphtuA.ERX6phnRjMW}+#{bRP7RnMWTK8.fgY5yxfRFHN}+#{bRP7RnMWTK8.ERX6phnRjMW}
Percentage of  HIV-positive  women enrolled antenatally delivering at a health facility,s1xrVlqaJiE,% HIV-positive  women enrolled,#{sb8Oey1dcej.NhSoXUMPK2K},#{ttD9HMfe88t.NhSoXUMPK2K}
Percentage of Children under 5 years treated for malaria,MjeQRaczstj,Child <5 yr malaria (%),#{Lt0FqtnHraW.lHl2rmXpHse} + #{OoakJhWiyZp.lHl2rmXpHse},#{KNrK5VWTZkx.NhSoXUMPK2K}
Percentage of Children under 5 years treated for malaria against target (Performance),bZebO2ERWIK,Malaria treat <5yrs Performance (%),#{Lt0FqtnHraW.lHl2rmXpHse}+#{OoakJhWiyZp.lHl2rmXpHse},#{dAoidsSLKsU.ea7VHlwMkhH}
Percentage of HIV Positive pregnant women on ARVs scorecard,gfsigBBkr5K,No. of HIV Positive pregnant women on ARVs,#{g62PclQcVba.NhSoXUMPK2K},#{A00MjWUoJu7.NhSoXUMPK2K}
Percentage of HIV-exposed infants exclusively breastfeed for the first 6 months,Kfekr5atCaa,% HIV-exposed infants exclusively breast,#{TZnTfeEM2HV.NhSoXUMPK2K},#{B8igC69Eq7w.NhSoXUMPK2K}
Percentage of HIV-exposed infants who receive a PCR at 6 -8 weeks,IwgzS3p8i44,% HIV-exposed infants who receive a PCR ,#{x554GYJkgNJ.NhSoXUMPK2K},#{n8GTfzjoCU8.NhSoXUMPK2K}
Percentage of HIV-positive clients who have disclosed their HIV status to their sexual partner,jZfBLmjj0AB,% of HIV-positive  clients disclosed,#{TOuoyeCi6HX.NhSoXUMPK2K},#{bNx0UJApWHC.NhSoXUMPK2K}
Percentage of HIV-positive pregnant women enrolled in KMMP services,KCYRKP7cIIw,%  HIV-positive pregnant women enrolled,#{H1iLlx9wVMk.NhSoXUMPK2K},#{rTPA9UHdT59.NhSoXUMPK2K}
Percentage of HIV-positive women who finished four antenatal visits,Kpj7LYn1mfI,% HIV-positive women who finished,#{asnfu8cylln.NhSoXUMPK2K},#{ttD9HMfe88t.NhSoXUMPK2K}
Percentage of Maternal Deaths Audited Scorecard,o1fmyeWkz1M,Percentage of Maternal Deaths Audited Scorecard,#{kAp7ViUXEKh.NhSoXUMPK2K},#{dPRCstLVkZu} + #{AC1Iorxdijc} + #{BYMSIbnUzXQ} + #{KDFtI6rqYwI} + #{eBHhfupqMHz} + #{CoAXLBxR0Ik}
Percentage of Pregnant Women Receiving folate,sNuvwnqB72j,Percentage of Pregnant Women Receiving folate,#{JbcvbCEBnu6.NhSoXUMPK2K},#{f9vesk5d4IY.NhSoXUMPK2K}+#{hxXwYIgT8rI.NhSoXUMPK2K}
Percentage of Pregnant women given Tetanus Toxoid 3+,Nn1n1AmZbVG,TT plus coverage,#{au9lav766rM.Qzjct1emaaj}+#{au9lav766rM.kHFI1LYOvZF}+#{au9lav766rM.WmSjcUiJumX},#{JOnT3OiMd5o}
Percentage of TB Cases offered DOTs by CHVs,b2zkxO5l3lm,Percentage of TB Cases offered DOTs by CHVs,#{LjlyHsz5eSK.NhSoXUMPK2K},#{xhQlihiebMH.WwOVo8ccFpn}
Percentage of TB cases tested for HIV with known results,e66WIC5ApJf,% TB cases tested for HIV with known results,#{uFJqFxWUnQi.SW68XRmPP8J} + #{uFJqFxWUnQi.M5gPRkmYrbr},#{xhQlihiebMH.WwOVo8ccFpn}
Percentage of TB/HIV Co-infected cases initiated on ART,K65W7SDrMyZ,%TB/HIV Co-infected cases initiated on ART,#{kRUTjkncfLE.NhSoXUMPK2K},#{uFJqFxWUnQi.SW68XRmPP8J}
Percentage of Women of Reproductive Age 25-49Years screened for cervical cancer,irhPm0DFjV5,%Cervical Cancer screening,#{ommbnTANmGo.qWama2bwQZR}+#{ommbnTANmGo.FqagtL5h8ni}+#{kl4RvWOGb7x.qWama2bwQZR}+#{kl4RvWOGb7x.FqagtL5h8ni}+#{G9COyloYLYa.qWama2bwQZR}+#{G9COyloYLYa.FqagtL5h8ni},#{F1Z1dnzuD3D}
Percentage of Women of Reproductive Age screened for cervical cancer in the facility Scorecard,A6F6kUm24r7,Percentage of Women of Reproductive Age screened,#{G9COyloYLYa.qWama2bwQZR}+#{G9COyloYLYa.FqagtL5h8ni}+#{kl4RvWOGb7x.qWama2bwQZR}+#{kl4RvWOGb7x.FqagtL5h8ni},#{bPQDV3mud0v.NhSoXUMPK2K}
Percentage of children <5years who are underweight,AaulbTKIvL4,Child <5yrs underweight,#{ENjll6PbaI8.a57uWFr3dUy} + #{ENjll6PbaI8.MJAGUpeHkpn} + #{HlZXTFN2B61.a57uWFr3dUy} + #{HlZXTFN2B61.MJAGUpeHkpn} + #{Ype6qUApdlR.a57uWFr3dUy} + #{Ype6qUApdlR.MJAGUpeHkpn} + #{AIduSzrilaz.a57uWFr3dUy} + #{AIduSzrilaz.MJAGUpeHkpn} + #{AYT1IPxFRZx.a57uWFr3dUy} + #{AYT1IPxFRZx.MJAGUpeHkpn} + #{uYBa6RU8wUZ.a57uWFr3dUy} + #{uYBa6RU8wUZ.MJAGUpeHkpn},(#{ENjll6PbaI8.a57uWFr3dUy} + #{ENjll6PbaI8.MJAGUpeHkpn} + #{HlZXTFN2B61.a57uWFr3dUy} + #{HlZXTFN2B61.MJAGUpeHkpn} + #{Ype6qUApdlR.a57uWFr3dUy} + #{Ype6qUApdlR.MJAGUpeHkpn} + #{AIduSzrilaz.a57uWFr3dUy} + #{AIduSzrilaz.MJAGUpeHkpn} + #{AYT1IPxFRZx.a57uWFr3dUy} + #{AYT1IPxFRZx.MJAGUpeHkpn} + #{uYBa6RU8wUZ.a57uWFr3dUy} + #{uYBa6RU8wUZ.MJAGUpeHkpn})  + (#{twpy25QKLk9.a57uWFr3dUy} + #{twpy25QKLk9.MJAGUpeHkpn} + #{qoEPwxCNrll.a57uWFr3dUy} + #{qoEPwxCNrll.MJAGUpeHkpn} + #{ikI4r8YuZZ0.a57uWFr3dUy} + #{ikI4r8YuZZ0.MJAGUpeHkpn}) + (#{QCNHvzgxurQ.a57uWFr3dUy} + #{QCNHvzgxurQ.MJAGUpeHkpn} + #{mv0ICssqScK.a57uWFr3dUy} + #{mv0ICssqScK.MJAGUpeHkpn} + #{k3xX4NKJaaY.a57uWFr3dUy} + #{k3xX4NKJaaY.MJAGUpeHkpn}) + (#{lvyOQjZaXZ3.a57uWFr3dUy} + #{lvyOQjZaXZ3.MJAGUpeHkpn} + #{zels3jARvGQ.a57uWFr3dUy} + #{zels3jARvGQ.MJAGUpeHkpn} + #{PW4W1Fa7b5b.a57uWFr3dUy} + #{PW4W1Fa7b5b.MJAGUpeHkpn})
Percentage of deliveries conducted by skilled health attendant in the facility Scorecard,x9qIyvMz2Su,Percentage of deliveries conducted by skilled heal,#{jaPrPmor6WV.NhSoXUMPK2K}+#{rAZBTMa7Jy3.NhSoXUMPK2K}+#{sMqM8DwiAaj.NhSoXUMPK2K}+#{Kx64gGqaFVq.NhSoXUMPK2K},#{tmlMpIqHimf}
Percentage of facility based Fresh still births Scorecard,PSnwU6uwaRj,Percentage of facility based Fresh still births,#{rYn8RCcHJg1.NhSoXUMPK2K},#{jaPrPmor6WV.NhSoXUMPK2K}+#{rAZBTMa7Jy3.NhSoXUMPK2K}+#{sMqM8DwiAaj.NhSoXUMPK2K}+#{Kx64gGqaFVq.NhSoXUMPK2K}
Percentage of health facilities that offer STI services,INQLYaXoU8p,Percentage of health facilities ,#{asVEogwOWZT},12729
Percentage of newborns visited at home within 48 hours of Birth,fhCOLjKxZ3G,% of newborns visited at home within 48 hours,#{NjcDm9nopWu},#{JvjczkbdPTy}
Percentage of patients fixed with Casts ,UyXOGW6NArr,Percentage of patients fixed with Casts ,#{hrizXiyGvom},#{hrizXiyGvom} + #{uOC56DfVqib} + #{IEfyuOqoU2d} + #{LXTbgcVjV8p}  + #{uybnpBUS3np} + #{Kg9hiOXlIKg} + #{TMZfrOY1OJG} + #{Gjn4bEoaFZK}
Percentage of pregnant women attending at least 4 ANC visits,ZIPx4sHoGCN,Percentage of pregnant women attending at least 4,#{Fz0LzxMT1vV.NhSoXUMPK2K},#{f9vesk5d4IY.NhSoXUMPK2K}
Percentage of pregnant women whose male partners were tested for HIV in the facility Scorecard,GYGlWaG8tHo,Percentage of pregnant women whose male partners,#{BnPSZj7YWX4.NhSoXUMPK2K},#{Du49LE8Qndk.NhSoXUMPK2K}
Percentage of women who deliver in a facility and initiate or leave with a modern contraceptive method prior to discharge (Post partum family planning),Pm5jdnWLIug,Post partum family planning,#{NQu4LwpsBIL} + #{yCxL5hNHViI},#{jaPrPmor6WV} + #{rAZBTMa7Jy3} + #{sMqM8DwiAaj} + #{Kx64gGqaFVq}
Pfizer_vaccine_type,bRpBGzP4UQX,Pfizer_vaccine_type,#{UoaXvx7kTB7} + #{pkrY92yugfK},1
Phsio-Total number of treatments given,AyJT4IKuhpo,Total number of treatments given,#{wa8UoC55KZ0} + #{GKZDeb3jDdn} + #{bb293YKfnO2},1
Physio-Number of disability Mainstreaming audits carried out,YdqTzF9Sguk,Number of disability Mainstreaming audits carried,#{zdpb53eoL1o},1
Physio-Percentage  of physiotherapy attendees   with sports injuries.,y0rhfWrdLW2,Percentage  of attendees with sports injuries.,#{HS1SKBafxjA},#{mLfcvv7AedN}
Physio-Percentage  of physiotherapy attendees  receiving physiotherapy wellness services through physical activity,EvvjUjuEOGQ,Percentage  of physiotherapy attendees,#{gvn9F0VyNXr},#{mLfcvv7AedN}
Physio-Percentage of  CHPs trained on CBR concept,WOlnLQS6qML,Physio-Percentage of  CHPs trained on CBR concept,#{quVRcI9fwQe},1
Physio-Percentage of  physiotherapy  attendees with low back pain.,gj8mbHg59b5,Percentage of  physiotherapy  attendees,#{eMur6NpE1Y1},#{mLfcvv7AedN}
Physio-Percentage of  physiotherapy attendees  with Cerebrovascular accident-CVA (Stroke).,lZnM4aCRh3R,Percentage of  physiotherapy attendees,#{awhncmChQms},#{mLfcvv7AedN}
Physio-Percentage of  physiotherapy attendees  with mental health conditions.,rU0AwmFd2wt,Percentage of  physiotherapy attendees,#{szsb5B99z2B},#{mLfcvv7AedN}
"Physio-Percentage of Clients assessed ,prescribed, fitted and trained on assistive products.",P1xtYgFZFOG,% of Clients fitted and trained on assistive.,#{grqHZLJmA4c},#{KYGw6QSQy5b}
Physio-Percentage of Geriatrics receiving physiotherapy services,EZWM0qJgE5y,Percentage of Geriatrics receiving physiotherapy,#{z0OT8X14QNl},#{mLfcvv7AedN}
Physio-Percentage of health workers sensitized on disability mainstreaming.,qmIY4rt9IOp,% of HW sensitized on disability mainstreaming,#{SHoXOiHR3sx},1
Physio-Percentage of health workers trained on Community Based Rehabilitation (CBR) concept.,Qp4BgGXif5Z,% of health workers trained on  (CBR) concept.,#{AkTFP3tgr6Y},1
Physio-Percentage of physiotherapy clients receiving Digital /Tele Rehabilitation services,yqIkyL9h2Cr,% of physiotherapy clients receiving Digital /Tele,#{Z5GW5IA1Pga},#{hxx5FLJPbwy} + #{Ab8KSSUuwhu} + #{tdnjd7uTJEy} + #{BTiEUgZSGxj}+#{Vq4LIb7N5dN}
"Physio-Percentage of women of reproductive age with gynaecological, pelvic, and other reproductive health conditions receiving  Physiotherapy services ",n0E8B7AjmFu,Percentage of women of reproductive age,#{V5AAcImua7f} + #{CiXoiiQUEG3},1
Physio-Proportion of Persons with Disabilities assessed and categorized.,bZp60NPw5kb,Proportion of Persons assessed categorized.,#{KYGw6QSQy5b},0.1 * #{NLKRV7bYbVy}
Physio-Proportion of clients screened for disability in Community Based Rehabilitation (CBR) programs,XIXYzQ4m9cX,Proportion of clients screened for disability,#{U0YBskEVYKA},10 / 100 * #{NLKRV7bYbVy}
Physio-Proportion of women of reproductive age with disability identified and receiving physiotherapy services,QxjDHUjhr7G,Proportion of women of reproductive age,#{YCfcNRMsH3P},10 / 100 * #{bPQDV3mud0v}
Physio-Total attendance of patients,wKpTafixZgA,Total attendance of patients,#{mLfcvv7AedN},1
Physio-Total number of persons with disabilites identified and receiving physiotherapy services,ATCva29KkP3,Total number of persons with disabilites,#{tdnjd7uTJEy} + #{Ab8KSSUuwhu} + #{hxx5FLJPbwy},1
Pills Couple Year protection,WtRUiKMMeyZ,Pills CYP,#{BQmcVE8fex4} + #{uHM6lzLXDBd},15
Pneumococal Wastage Rate (WR),VS4DgOhLSxW,Pneumococal Wastage,((#{BQeaCpVaUYB.NhSoXUMPK2K}+#{XkemTADiLv4.NhSoXUMPK2K})-#{VRD05emEwOF.NhSoXUMPK2K})-(#{L2dPeH9VkBc}+#{xiaJWeXNYif}+#{h1GlCYbIQvU}),(#{BQeaCpVaUYB.NhSoXUMPK2K}+#{XkemTADiLv4.NhSoXUMPK2K})-#{VRD05emEwOF.NhSoXUMPK2K}
Pneumococal2 coverage,pjEAskZmwVs,Pneumococal2 coverage,#{xiaJWeXNYif.ieuodyY5ybC},#{pMbuvKvH4rg.NhSoXUMPK2K}
Pneumonia incidence rate under 5 years ,rDt2WCGOaNS,Pneumonia incidence <5y,#{PHXPCqYlS5v.lHl2rmXpHse},#{KNrK5VWTZkx.NhSoXUMPK2K}
Population  5 -15 years ,teqmL38ntWd,Population  5 -15 years ,#{iYiM4K22JwD.NhSoXUMPK2K}-#{KNrK5VWTZkx.NhSoXUMPK2K},1
Population  6-23 Months (30 % of < 5yrs),IN2v5E9RtUD,6-23 Months (30 % of < 5y,#{KNrK5VWTZkx.NhSoXUMPK2K}*(30/100),1
Population 12-59 Months (80% of < 5yrs),mzHTre1yUfv,Population 12-59 Months ,#{KNrK5VWTZkx.NhSoXUMPK2K}*80/100,1
Population 15-24 years of the total Population,B0y58DpGWdW,%Population 15-24 years,#{EaR7DO0Fz9g.NhSoXUMPK2K},#{NLKRV7bYbVy.NhSoXUMPK2K}
Population 25-59 years to the total Population,PRmlwO3ht2T,% 25-59 years of popn,#{G5AHuOAotQq.NhSoXUMPK2K},#{NLKRV7bYbVy.NhSoXUMPK2K}
Population 6-11 Months (50% of <1yrs),KKAQM3KkDtD,Population 6-11 Months,#{pMbuvKvH4rg.NhSoXUMPK2K}*50/100,1
Population 6-59 Months (90% of < 5yrs),HNt8E6osxJg,Population 6-59 Months,#{KNrK5VWTZkx.NhSoXUMPK2K}*90/100,1
Population 60+ years of  the total Population,dH7s8QGAcfX,% Population 60+ year,#{X488n9G9I4x.NhSoXUMPK2K},#{NLKRV7bYbVy.NhSoXUMPK2K}
Population Male of  the total Population,mi8PCw0akC3,% Population Male of Popn,#{Mpv8crmnOzy.NhSoXUMPK2K},#{NLKRV7bYbVy.NhSoXUMPK2K}
Population female of  the total Population,lt3ceZWgUhD,% Population female Popn,#{w5ltvnNihEZ.NhSoXUMPK2K},#{NLKRV7bYbVy.NhSoXUMPK2K}
Postnatal Coverage(New and Revisits) Revised,iRahFc4dXnr,Postnatal Coverage(New and Revisits) Revised,#{Gw8C0uUQade} + #{pp5FTNgUXmf},#{JOnT3OiMd5o} + #{rYn8RCcHJg1} + #{wZtDYVBa41h}
PrEP New,yWqmHkilEDc,PrEP New,#{TtvO6ol7Kq7} + #{tvkamFcbjEa} + #{m5tdPqpqQKa} + #{cucGQCux2ld} + #{IibqwYumcez},1
PrEP_Proportion Discordant Couple Testing HIV+ While on PrEP ,dBMQky5hHNP,PrEP_Prop Disc Couple HIV+ PrEP ,(#{GbvylxKPrHp.ZKbW6MLnAcC} + #{GbvylxKPrHp.sraE4rIg9VH} + #{GbvylxKPrHp.aqj7xj4GnPM} + #{GbvylxKPrHp.zE8Bz9GRDDG} + #{GbvylxKPrHp.wd81pJR3DHd} + #{GbvylxKPrHp.ymUuvLjWL5k} + #{GbvylxKPrHp.YiMsc4BPg3g} + #{GbvylxKPrHp.Ht2wNXVwbLA}),(#{Tikx6x3xghp.ZKbW6MLnAcC} + #{Tikx6x3xghp.sraE4rIg9VH} + #{Tikx6x3xghp.aqj7xj4GnPM} + #{Tikx6x3xghp.zE8Bz9GRDDG} + #{Tikx6x3xghp.wd81pJR3DHd} + #{Tikx6x3xghp.ymUuvLjWL5k} + #{Tikx6x3xghp.YiMsc4BPg3g} + #{Tikx6x3xghp.Ht2wNXVwbLA} + #{DWOXcLFInzC.ZKbW6MLnAcC} + #{DWOXcLFInzC.sraE4rIg9VH} + #{DWOXcLFInzC.aqj7xj4GnPM} + #{DWOXcLFInzC.zE8Bz9GRDDG} + #{DWOXcLFInzC.wd81pJR3DHd} + #{DWOXcLFInzC.ymUuvLjWL5k} + #{DWOXcLFInzC.YiMsc4BPg3g} + #{DWOXcLFInzC.Ht2wNXVwbLA} + #{SvUs6rPKruy.ZKbW6MLnAcC} + #{SvUs6rPKruy.sraE4rIg9VH} + #{SvUs6rPKruy.aqj7xj4GnPM} + #{SvUs6rPKruy.zE8Bz9GRDDG} + #{SvUs6rPKruy.wd81pJR3DHd} + #{SvUs6rPKruy.ymUuvLjWL5k} + #{SvUs6rPKruy.YiMsc4BPg3g} + #{SvUs6rPKruy.Ht2wNXVwbLA} + #{eUXDNCzAWO7.ZKbW6MLnAcC} + #{eUXDNCzAWO7.sraE4rIg9VH} + #{eUXDNCzAWO7.aqj7xj4GnPM} + #{eUXDNCzAWO7.zE8Bz9GRDDG} + #{eUXDNCzAWO7.wd81pJR3DHd} + #{eUXDNCzAWO7.ymUuvLjWL5k} + #{eUXDNCzAWO7.YiMsc4BPg3g} + #{eUXDNCzAWO7.Ht2wNXVwbLA} + #{uJGBLoQwCb4.ZKbW6MLnAcC} + #{uJGBLoQwCb4.sraE4rIg9VH} + #{uJGBLoQwCb4.aqj7xj4GnPM} + #{uJGBLoQwCb4.zE8Bz9GRDDG} + #{uJGBLoQwCb4.wd81pJR3DHd} + #{uJGBLoQwCb4.ymUuvLjWL5k} + #{uJGBLoQwCb4.YiMsc4BPg3g} + #{uJGBLoQwCb4.Ht2wNXVwbLA})
PrEP_Proportion FSW Testing HIV+ While on PrEP,zkHnBDrPvN8,PrEP_Prop FSW Testing HIV+ While on PrEP,(#{ppfuNWKmJpU.ZKbW6MLnAcC} + #{ppfuNWKmJpU.sraE4rIg9VH} + #{ppfuNWKmJpU.aqj7xj4GnPM} + #{ppfuNWKmJpU.zE8Bz9GRDDG} + #{ppfuNWKmJpU.wd81pJR3DHd} + #{ppfuNWKmJpU.ymUuvLjWL5k} + #{ppfuNWKmJpU.YiMsc4BPg3g} + #{ppfuNWKmJpU.Ht2wNXVwbLA}),(#{Tikx6x3xghp.ZKbW6MLnAcC} + #{Tikx6x3xghp.sraE4rIg9VH} + #{Tikx6x3xghp.aqj7xj4GnPM} + #{Tikx6x3xghp.zE8Bz9GRDDG} + #{Tikx6x3xghp.wd81pJR3DHd} + #{Tikx6x3xghp.ymUuvLjWL5k} + #{Tikx6x3xghp.YiMsc4BPg3g} + #{Tikx6x3xghp.Ht2wNXVwbLA} + #{DWOXcLFInzC.ZKbW6MLnAcC} + #{DWOXcLFInzC.sraE4rIg9VH} + #{DWOXcLFInzC.aqj7xj4GnPM} + #{DWOXcLFInzC.zE8Bz9GRDDG} + #{DWOXcLFInzC.wd81pJR3DHd} + #{DWOXcLFInzC.ymUuvLjWL5k} + #{DWOXcLFInzC.YiMsc4BPg3g} + #{DWOXcLFInzC.Ht2wNXVwbLA} + #{SvUs6rPKruy.ZKbW6MLnAcC} + #{SvUs6rPKruy.sraE4rIg9VH} + #{SvUs6rPKruy.aqj7xj4GnPM} + #{SvUs6rPKruy.zE8Bz9GRDDG} + #{SvUs6rPKruy.wd81pJR3DHd} + #{SvUs6rPKruy.ymUuvLjWL5k} + #{SvUs6rPKruy.YiMsc4BPg3g} + #{SvUs6rPKruy.Ht2wNXVwbLA} + #{eUXDNCzAWO7.ZKbW6MLnAcC} + #{eUXDNCzAWO7.sraE4rIg9VH} + #{eUXDNCzAWO7.aqj7xj4GnPM} + #{eUXDNCzAWO7.zE8Bz9GRDDG} + #{eUXDNCzAWO7.wd81pJR3DHd} + #{eUXDNCzAWO7.ymUuvLjWL5k} + #{eUXDNCzAWO7.YiMsc4BPg3g} + #{eUXDNCzAWO7.Ht2wNXVwbLA} + #{uJGBLoQwCb4.ZKbW6MLnAcC} + #{uJGBLoQwCb4.sraE4rIg9VH} + #{uJGBLoQwCb4.aqj7xj4GnPM} + #{uJGBLoQwCb4.zE8Bz9GRDDG} + #{uJGBLoQwCb4.wd81pJR3DHd} + #{uJGBLoQwCb4.ymUuvLjWL5k} + #{uJGBLoQwCb4.YiMsc4BPg3g} + #{uJGBLoQwCb4.Ht2wNXVwbLA})
